ride,datetime,wait_times
Journey Into Imagination With Figment,2021-07-25 07:21:04.794918-04:00,Closed
Living with the Land,2021-07-25 07:21:04.794951-04:00,Closed
Mission: SPACE,2021-07-25 07:21:04.794984-04:00,Closed
Soarin',2021-07-25 07:21:04.795017-04:00,Closed
Spaceship Earth,2021-07-25 07:21:04.795050-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 07:21:04.795082-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 07:21:04.795116-04:00,Closed
Turtle Talk With Crush,2021-07-25 07:21:04.795149-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 07:21:04.795181-04:00,Closed
Frozen Ever After,2021-07-25 07:21:04.795222-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 07:21:04.795258-04:00,Closed
O Canada!,2021-07-25 07:21:04.795291-04:00,Closed
Advanced Training Lab,2021-07-25 07:21:04.795324-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 07:21:04.795357-04:00,Closed
American Heritage Gallery,2021-07-25 07:21:04.795390-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 07:21:04.795423-04:00,Closed
Bruce's Shark World,2021-07-25 07:21:04.795456-04:00,Closed
Chefs de France,2021-07-25 07:21:04.795489-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 07:21:04.795522-04:00,Closed
Gallery of Arts and History,2021-07-25 07:21:04.795555-04:00,Closed
House of the Whispering Willows,2021-07-25 07:21:04.795588-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 07:21:04.795678-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 07:21:04.795716-04:00,Closed
Kidcot Fun Stops,2021-07-25 07:21:04.795750-04:00,Closed
La Cava del Tequila,2021-07-25 07:21:04.795782-04:00,Closed
Manatees - Disney Animals,2021-07-25 07:21:04.795815-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 07:21:04.795849-04:00,Closed
Monsieur Paul,2021-07-25 07:21:04.795882-04:00,Closed
Nine Dragons Restaurant,2021-07-25 07:21:04.795915-04:00,Closed
Palais du Cinéma,2021-07-25 07:21:04.795948-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 07:21:04.795982-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 07:21:04.796015-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 07:21:04.796048-04:00,Closed
Restaurant Marrakesh,2021-07-25 07:21:04.796082-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 07:21:04.796115-04:00,Closed
SeaBase,2021-07-25 07:21:04.796147-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 07:21:04.796180-04:00,Closed
Stave Church Gallery,2021-07-25 07:21:04.796217-04:00,Closed
Teppan Edo,2021-07-25 07:21:04.796252-04:00,Closed
Tokyo Dining,2021-07-25 07:21:04.796284-04:00,Closed
Tutto Italia Ristorante,2021-07-25 07:21:04.796317-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 07:21:04.796349-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 07:21:04.796382-04:00,Closed
Awesome Planet,2021-07-25 07:41:04.815271-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 07:41:04.815311-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 07:41:04.815345-04:00,Closed
Living with the Land,2021-07-25 07:41:04.815379-04:00,Closed
Mission: SPACE,2021-07-25 07:41:04.815411-04:00,Closed
Soarin',2021-07-25 07:41:04.815443-04:00,Closed
Spaceship Earth,2021-07-25 07:41:04.815538-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 07:41:04.815578-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 07:41:04.815661-04:00,Closed
Turtle Talk With Crush,2021-07-25 07:41:04.815699-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 07:41:04.815732-04:00,Closed
Frozen Ever After,2021-07-25 07:41:04.815767-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 07:41:04.815799-04:00,Closed
O Canada!,2021-07-25 07:41:04.815832-04:00,Closed
Advanced Training Lab,2021-07-25 07:41:04.815864-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 07:41:04.815896-04:00,Closed
American Heritage Gallery,2021-07-25 07:41:04.815929-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 07:41:04.815961-04:00,Closed
Bruce's Shark World,2021-07-25 07:41:04.815993-04:00,Closed
Chefs de France,2021-07-25 07:41:04.816024-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 07:41:04.816056-04:00,Closed
Gallery of Arts and History,2021-07-25 07:41:04.816088-04:00,Closed
House of the Whispering Willows,2021-07-25 07:41:04.816120-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 07:41:04.816152-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 07:41:04.816185-04:00,Closed
Kidcot Fun Stops,2021-07-25 07:41:04.816217-04:00,Closed
La Cava del Tequila,2021-07-25 07:41:04.816249-04:00,Closed
Manatees - Disney Animals,2021-07-25 07:41:04.816281-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 07:41:04.816312-04:00,Closed
Monsieur Paul,2021-07-25 07:41:04.816344-04:00,Closed
Nine Dragons Restaurant,2021-07-25 07:41:04.816376-04:00,Closed
Palais du Cinéma,2021-07-25 07:41:04.816408-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 07:41:04.816441-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 07:41:04.816473-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 07:41:04.816505-04:00,Closed
Restaurant Marrakesh,2021-07-25 07:41:04.816537-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 07:41:04.816568-04:00,Closed
SeaBase,2021-07-25 07:41:04.816607-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 07:41:04.816639-04:00,Closed
Stave Church Gallery,2021-07-25 07:41:04.816671-04:00,Closed
Teppan Edo,2021-07-25 07:41:04.816703-04:00,Closed
Tokyo Dining,2021-07-25 07:41:04.816735-04:00,Closed
Tutto Italia Ristorante,2021-07-25 07:41:04.816766-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 07:41:04.816798-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 07:41:04.816830-04:00,Closed
Awesome Planet,2021-07-25 08:02:08.465165-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 08:02:08.465211-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 08:02:08.465245-04:00,Closed
Living with the Land,2021-07-25 08:02:08.465278-04:00,Closed
Mission: SPACE,2021-07-25 08:02:08.465310-04:00,Closed
Soarin',2021-07-25 08:02:08.465343-04:00,Closed
Spaceship Earth,2021-07-25 08:02:08.465375-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 08:02:08.465407-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 08:02:08.465440-04:00,Closed
Turtle Talk With Crush,2021-07-25 08:02:08.465473-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 08:02:08.465505-04:00,Closed
Frozen Ever After,2021-07-25 08:02:08.465545-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 08:02:08.465580-04:00,Closed
O Canada!,2021-07-25 08:02:08.465614-04:00,Closed
Advanced Training Lab,2021-07-25 08:02:08.465646-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 08:02:08.465678-04:00,Closed
American Heritage Gallery,2021-07-25 08:02:08.465711-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 08:02:08.465750-04:00,Closed
Bruce's Shark World,2021-07-25 08:02:08.465782-04:00,Closed
Chefs de France,2021-07-25 08:02:08.465815-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 08:02:08.465846-04:00,Closed
Gallery of Arts and History,2021-07-25 08:02:08.465879-04:00,Closed
House of the Whispering Willows,2021-07-25 08:02:08.465911-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 08:02:08.465950-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 08:02:08.465983-04:00,Closed
Kidcot Fun Stops,2021-07-25 08:02:08.466016-04:00,Closed
La Cava del Tequila,2021-07-25 08:02:08.466049-04:00,Closed
Manatees - Disney Animals,2021-07-25 08:02:08.466081-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 08:02:08.466115-04:00,Closed
Monsieur Paul,2021-07-25 08:02:08.466146-04:00,Closed
Nine Dragons Restaurant,2021-07-25 08:02:08.466178-04:00,Closed
Palais du Cinéma,2021-07-25 08:02:08.466209-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 08:02:08.466241-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 08:02:08.466273-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 08:02:08.466304-04:00,Closed
Restaurant Marrakesh,2021-07-25 08:02:08.466336-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 08:02:08.466367-04:00,Closed
SeaBase,2021-07-25 08:02:08.466398-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 08:02:08.466430-04:00,Closed
Stave Church Gallery,2021-07-25 08:02:08.466461-04:00,Closed
Teppan Edo,2021-07-25 08:02:08.466492-04:00,Closed
Tokyo Dining,2021-07-25 08:02:08.466529-04:00,Closed
Tutto Italia Ristorante,2021-07-25 08:02:08.466561-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 08:02:08.466593-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 08:02:08.466627-04:00,Closed
Awesome Planet,2021-07-25 08:21:04.151819-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 08:21:04.151859-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 08:21:04.151894-04:00,Closed
Living with the Land,2021-07-25 08:21:04.151928-04:00,Closed
Mission: SPACE,2021-07-25 08:21:04.151962-04:00,Closed
Soarin',2021-07-25 08:21:04.151995-04:00,Closed
Spaceship Earth,2021-07-25 08:21:04.152028-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 08:21:04.152061-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 08:21:04.152094-04:00,Closed
Turtle Talk With Crush,2021-07-25 08:21:04.152127-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 08:21:04.152160-04:00,Closed
Frozen Ever After,2021-07-25 08:21:04.152195-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 08:21:04.152228-04:00,Closed
O Canada!,2021-07-25 08:21:04.152271-04:00,Closed
Advanced Training Lab,2021-07-25 08:21:04.152304-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 08:21:04.152336-04:00,Closed
American Heritage Gallery,2021-07-25 08:21:04.152370-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 08:21:04.152402-04:00,Closed
Bruce's Shark World,2021-07-25 08:21:04.152435-04:00,Closed
Chefs de France,2021-07-25 08:21:04.152468-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 08:21:04.152501-04:00,Closed
Gallery of Arts and History,2021-07-25 08:21:04.152534-04:00,Closed
House of the Whispering Willows,2021-07-25 08:21:04.152574-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 08:21:04.152607-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 08:21:04.152641-04:00,Closed
Kidcot Fun Stops,2021-07-25 08:21:04.152674-04:00,Closed
La Cava del Tequila,2021-07-25 08:21:04.152708-04:00,Closed
Manatees - Disney Animals,2021-07-25 08:21:04.152741-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 08:21:04.152774-04:00,Closed
Monsieur Paul,2021-07-25 08:21:04.152806-04:00,Closed
Nine Dragons Restaurant,2021-07-25 08:21:04.152839-04:00,Closed
Palais du Cinéma,2021-07-25 08:21:04.152872-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 08:21:04.152905-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 08:21:04.152939-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 08:21:04.152972-04:00,Closed
Restaurant Marrakesh,2021-07-25 08:21:04.153005-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 08:21:04.153037-04:00,Closed
SeaBase,2021-07-25 08:21:04.153070-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 08:21:04.153103-04:00,Closed
Stave Church Gallery,2021-07-25 08:21:04.153174-04:00,Closed
Teppan Edo,2021-07-25 08:21:04.153212-04:00,Closed
Tokyo Dining,2021-07-25 08:21:04.153244-04:00,Closed
Tutto Italia Ristorante,2021-07-25 08:21:04.153277-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 08:21:04.153310-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 08:21:04.153342-04:00,Closed
Awesome Planet,2021-07-25 08:41:03.973613-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 08:41:03.973652-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 08:41:03.973687-04:00,Closed
Living with the Land,2021-07-25 08:41:03.973721-04:00,Closed
Mission: SPACE,2021-07-25 08:41:03.973754-04:00,Closed
Soarin',2021-07-25 08:41:03.973787-04:00,Closed
Spaceship Earth,2021-07-25 08:41:03.973820-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 08:41:03.973852-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 08:41:03.973886-04:00,Closed
Turtle Talk With Crush,2021-07-25 08:41:03.973919-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 08:41:03.973953-04:00,Closed
Frozen Ever After,2021-07-25 08:41:03.973988-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 08:41:03.974021-04:00,Closed
O Canada!,2021-07-25 08:41:03.974062-04:00,Closed
Advanced Training Lab,2021-07-25 08:41:03.974095-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 08:41:03.974128-04:00,Closed
American Heritage Gallery,2021-07-25 08:41:03.974161-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 08:41:03.974198-04:00,Closed
Bruce's Shark World,2021-07-25 08:41:03.974232-04:00,Closed
Chefs de France,2021-07-25 08:41:03.974265-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 08:41:03.974298-04:00,Closed
Gallery of Arts and History,2021-07-25 08:41:03.974331-04:00,Closed
House of the Whispering Willows,2021-07-25 08:41:03.974370-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 08:41:03.974403-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 08:41:03.974437-04:00,Closed
Kidcot Fun Stops,2021-07-25 08:41:03.974471-04:00,Closed
La Cava del Tequila,2021-07-25 08:41:03.974503-04:00,Closed
Manatees - Disney Animals,2021-07-25 08:41:03.974536-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 08:41:03.974568-04:00,Closed
Monsieur Paul,2021-07-25 08:41:03.974601-04:00,Closed
Nine Dragons Restaurant,2021-07-25 08:41:03.974634-04:00,Closed
Palais du Cinéma,2021-07-25 08:41:03.974667-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 08:41:03.974700-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 08:41:03.974734-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 08:41:03.974767-04:00,Closed
Restaurant Marrakesh,2021-07-25 08:41:03.974800-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 08:41:03.974832-04:00,Closed
SeaBase,2021-07-25 08:41:03.974865-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 08:41:03.974898-04:00,Closed
Stave Church Gallery,2021-07-25 08:41:03.974931-04:00,Closed
Teppan Edo,2021-07-25 08:41:03.974964-04:00,Closed
Tokyo Dining,2021-07-25 08:41:03.974996-04:00,Closed
Tutto Italia Ristorante,2021-07-25 08:41:03.975029-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 08:41:03.975072-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 08:41:03.975113-04:00,Closed
Awesome Planet,2021-07-25 09:01:22.448922-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 09:01:22.448961-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 09:01:22.448995-04:00,Closed
Living with the Land,2021-07-25 09:01:22.449028-04:00,Closed
Mission: SPACE,2021-07-25 09:01:22.449061-04:00,Closed
Soarin',2021-07-25 09:01:22.449094-04:00,Closed
Spaceship Earth,2021-07-25 09:01:22.449126-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 09:01:22.449159-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 09:01:22.449191-04:00,Closed
Turtle Talk With Crush,2021-07-25 09:01:22.449224-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 09:01:22.449257-04:00,Closed
Frozen Ever After,2021-07-25 09:01:22.449297-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 09:01:22.449330-04:00,Closed
O Canada!,2021-07-25 09:01:22.449365-04:00,Closed
Advanced Training Lab,2021-07-25 09:01:22.449397-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 09:01:22.449429-04:00,Closed
American Heritage Gallery,2021-07-25 09:01:22.449462-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 09:01:22.449494-04:00,Closed
Bruce's Shark World,2021-07-25 09:01:22.449526-04:00,Closed
Chefs de France,2021-07-25 09:01:22.449559-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 09:01:22.449590-04:00,Closed
Gallery of Arts and History,2021-07-25 09:01:22.449623-04:00,Closed
House of the Whispering Willows,2021-07-25 09:01:22.449667-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 09:01:22.449701-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 09:01:22.449734-04:00,Closed
Kidcot Fun Stops,2021-07-25 09:01:22.449766-04:00,Closed
La Cava del Tequila,2021-07-25 09:01:22.449798-04:00,Closed
Manatees - Disney Animals,2021-07-25 09:01:22.449829-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 09:01:22.449861-04:00,Closed
Monsieur Paul,2021-07-25 09:01:22.449895-04:00,Closed
Nine Dragons Restaurant,2021-07-25 09:01:22.449927-04:00,Closed
Palais du Cinéma,2021-07-25 09:01:22.449959-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 09:01:22.449991-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 09:01:22.450024-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 09:01:22.450056-04:00,Closed
Restaurant Marrakesh,2021-07-25 09:01:22.450088-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 09:01:22.450119-04:00,Closed
SeaBase,2021-07-25 09:01:22.450151-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 09:01:22.450190-04:00,Closed
Stave Church Gallery,2021-07-25 09:01:22.450224-04:00,Closed
Teppan Edo,2021-07-25 09:01:22.450256-04:00,Closed
Tokyo Dining,2021-07-25 09:01:22.450288-04:00,Closed
Tutto Italia Ristorante,2021-07-25 09:01:22.450319-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 09:01:22.450351-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 09:01:22.450383-04:00,Closed
Awesome Planet,2021-07-25 09:21:03.657796-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 09:21:03.657836-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 09:21:03.657870-04:00,Closed
Living with the Land,2021-07-25 09:21:03.657904-04:00,Closed
Mission: SPACE,2021-07-25 09:21:03.657937-04:00,Closed
Soarin',2021-07-25 09:21:03.657970-04:00,Closed
Spaceship Earth,2021-07-25 09:21:03.658003-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 09:21:03.658035-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 09:21:03.658070-04:00,Closed
Turtle Talk With Crush,2021-07-25 09:21:03.658104-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 09:21:03.658138-04:00,Closed
Frozen Ever After,2021-07-25 09:21:03.658173-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 09:21:03.658206-04:00,Closed
O Canada!,2021-07-25 09:21:03.658240-04:00,Closed
Advanced Training Lab,2021-07-25 09:21:03.658273-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 09:21:03.658306-04:00,Closed
American Heritage Gallery,2021-07-25 09:21:03.658338-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 09:21:03.658371-04:00,Closed
Bruce's Shark World,2021-07-25 09:21:03.658403-04:00,Closed
Chefs de France,2021-07-25 09:21:03.658436-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 09:21:03.658468-04:00,Closed
Gallery of Arts and History,2021-07-25 09:21:03.658501-04:00,Closed
House of the Whispering Willows,2021-07-25 09:21:03.658533-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 09:21:03.658566-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 09:21:03.658602-04:00,Closed
Kidcot Fun Stops,2021-07-25 09:21:03.658635-04:00,Closed
La Cava del Tequila,2021-07-25 09:21:03.658667-04:00,Closed
Manatees - Disney Animals,2021-07-25 09:21:03.658729-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 09:21:03.658767-04:00,Closed
Monsieur Paul,2021-07-25 09:21:03.658799-04:00,Closed
Nine Dragons Restaurant,2021-07-25 09:21:03.658832-04:00,Closed
Palais du Cinéma,2021-07-25 09:21:03.658865-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 09:21:03.658898-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 09:21:03.658932-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 09:21:03.658964-04:00,Closed
Restaurant Marrakesh,2021-07-25 09:21:03.658997-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 09:21:03.659029-04:00,Closed
SeaBase,2021-07-25 09:21:03.659062-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 09:21:03.659094-04:00,Closed
Stave Church Gallery,2021-07-25 09:21:03.659127-04:00,Closed
Teppan Edo,2021-07-25 09:21:03.659161-04:00,Closed
Tokyo Dining,2021-07-25 09:21:03.659193-04:00,Closed
Tutto Italia Ristorante,2021-07-25 09:21:03.659225-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 09:21:03.659258-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 09:21:03.659290-04:00,Closed
Awesome Planet,2021-07-25 09:41:03.925866-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 09:41:03.925907-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 09:41:03.925941-04:00,Closed
Living with the Land,2021-07-25 09:41:03.925976-04:00,Closed
Mission: SPACE,2021-07-25 09:41:03.926010-04:00,Closed
Soarin',2021-07-25 09:41:03.926042-04:00,Closed
Spaceship Earth,2021-07-25 09:41:03.926075-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 09:41:03.926108-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 09:41:03.926141-04:00,Closed
Turtle Talk With Crush,2021-07-25 09:41:03.926174-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 09:41:03.926208-04:00,Closed
Frozen Ever After,2021-07-25 09:41:03.926243-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 09:41:03.926277-04:00,Closed
O Canada!,2021-07-25 09:41:03.926310-04:00,Closed
Advanced Training Lab,2021-07-25 09:41:03.926343-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 09:41:03.926375-04:00,Closed
American Heritage Gallery,2021-07-25 09:41:03.926408-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 09:41:03.926441-04:00,Closed
Bruce's Shark World,2021-07-25 09:41:03.926474-04:00,Closed
Chefs de France,2021-07-25 09:41:03.926508-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 09:41:03.926541-04:00,Closed
Gallery of Arts and History,2021-07-25 09:41:03.926574-04:00,Closed
House of the Whispering Willows,2021-07-25 09:41:03.926606-04:00,Closed
"ImageWorks - The ""What If"" Labs",2021-07-25 09:41:03.926646-04:00,Closed
Invertebrates at Epcot - Disney Animals,2021-07-25 09:41:03.926679-04:00,Closed
Kidcot Fun Stops,2021-07-25 09:41:03.926712-04:00,Closed
La Cava del Tequila,2021-07-25 09:41:03.926744-04:00,Closed
Manatees - Disney Animals,2021-07-25 09:41:03.926776-04:00,Closed
Mexico Folk Art Gallery,2021-07-25 09:41:03.926809-04:00,Closed
Monsieur Paul,2021-07-25 09:41:03.926841-04:00,Closed
Nine Dragons Restaurant,2021-07-25 09:41:03.926873-04:00,Closed
Palais du Cinéma,2021-07-25 09:41:03.926906-04:00,Closed
Project Tomorrow: Inventing the Wonders of the Future,2021-07-25 09:41:03.926939-04:00,Closed
Reef Fish - Disney Animals,2021-07-25 09:41:03.926972-04:00,Closed
Remy's Ratatouille Adventure,2021-07-25 09:41:03.927005-04:00,Closed
Restaurant Marrakesh,2021-07-25 09:41:03.927039-04:00,Closed
Sea Turtles - Disney Animals,2021-07-25 09:41:03.927071-04:00,Closed
SeaBase,2021-07-25 09:41:03.927104-04:00,Closed
Sharks and Rays - Disney Animals,2021-07-25 09:41:03.927137-04:00,Closed
Stave Church Gallery,2021-07-25 09:41:03.927169-04:00,Closed
Teppan Edo,2021-07-25 09:41:03.927201-04:00,Closed
Tokyo Dining,2021-07-25 09:41:03.927233-04:00,Closed
Tutto Italia Ristorante,2021-07-25 09:41:03.927265-04:00,Closed
Via Napoli Ristorante e Pizzeria,2021-07-25 09:41:03.927298-04:00,Closed
Walt Disney Imagineering presents the Epcot Experience,2021-07-25 09:41:03.927347-04:00,Closed
Awesome Planet,2021-07-25 10:01:05.379070-04:00,Closed
Disney & Pixar Short Film Festival,2021-07-25 10:01:05.379790-04:00,Closed
Journey Into Imagination With Figment,2021-07-25 10:01:05.379913-04:00,Closed
Living with the Land,2021-07-25 10:01:05.379962-04:00,Closed
Mission: SPACE,2021-07-25 10:01:05.380003-04:00,Closed
Soarin',2021-07-25 10:01:05.380040-04:00,Closed
Spaceship Earth,2021-07-25 10:01:05.380076-04:00,Closed
Test Track Presented by Chevrolet,2021-07-25 10:01:05.380111-04:00,Closed
The Seas with Nemo & Friends,2021-07-25 10:01:05.380146-04:00,Closed
Turtle Talk With Crush,2021-07-25 10:01:05.380180-04:00,Closed
Beauty and the Beast Sing-Along – Now Open!,2021-07-25 10:01:05.380215-04:00,Closed
Frozen Ever After,2021-07-25 10:01:05.380252-04:00,Closed
Gran Fiesta Tour Starring The Three Caballeros,2021-07-25 10:01:05.380294-04:00,Closed
O Canada!,2021-07-25 10:01:05.380329-04:00,Closed
Advanced Training Lab,2021-07-25 10:01:05.380363-04:00,Closed
Akershus Royal Banquet Hall,2021-07-25 10:01:05.380399-04:00,Closed
American Heritage Gallery,2021-07-25 10:01:05.380434-04:00,Closed
Bijutsu-kan Gallery,2021-07-25 10:01:05.380468-04:00,Closed
Bruce's Shark World,2021-07-25 10:01:05.380507-04:00,Closed
Chefs de France,2021-07-25 10:01:05.380540-04:00,Closed
Coral Reefs - Disney Animals,2021-07-25 10:01:05.380574-04:00,Closed
Gallery of Arts and History,2021-07-25 10:01:05.380610-04:00,Closed
House of the Whispering Willows,2021-07-25 10:01:05.380644-04:00,Closed
