Column1,Column2,Column3
The Boneyard,2021-07-24 18:01:04.548114-04:00,Closed
TriceraTop Spin,2021-07-24 18:01:04.548147-04:00,5 mins
It's Tough to be a Bug!,2021-07-24 18:01:04.548180-04:00,10 mins
Avatar Flight of Passage,2021-07-24 18:01:04.548213-04:00,105 mins
Na'vi River Journey,2021-07-24 18:01:04.548245-04:00,65 mins
The Animation Experience at Conservation Station,2021-07-24 18:01:04.548277-04:00,Closed
Affection Section,2021-07-24 18:01:04.548309-04:00,Closed
African Birds - Disney Animals,2021-07-24 18:01:04.548341-04:00,Closed
African Elephants - Disney Animals,2021-07-24 18:01:04.548377-04:00,Closed
African Hogs - Disney Animals,2021-07-24 18:01:04.548409-04:00,Closed
African Lions - Disney Animals,2021-07-24 18:01:04.548441-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-24 18:01:04.548473-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-24 18:01:04.548505-04:00,Closed
Black Rhinos - Disney Animals,2021-07-24 18:01:04.548537-04:00,Closed
Conservation Station,2021-07-24 18:01:04.548569-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-24 18:01:04.548601-04:00,Closed
Dino-Sue,2021-07-24 18:01:04.548682-04:00,Closed
Discovery Island Trails,2021-07-24 18:01:04.548719-04:00,Closed
Flamingos - Disney Animals,2021-07-24 18:01:04.548761-04:00,Closed
Fossil Fun Games,2021-07-24 18:01:04.548795-04:00,Closed
Gibbons - Disney Animals,2021-07-24 18:01:04.548827-04:00,Closed
Giraffes - Disney Animals,2021-07-24 18:01:04.548861-04:00,Closed
Gorillas - Disney Animals,2021-07-24 18:01:04.548894-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-24 18:01:04.548927-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-24 18:01:04.548962-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-24 18:01:04.548996-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-24 18:01:04.549030-04:00,Closed
Meerkats - Disney Animals,2021-07-24 18:01:04.549063-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-24 18:01:04.549095-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-24 18:01:04.549128-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-24 18:01:04.549161-04:00,Closed
Okapis - Disney Animals,2021-07-24 18:01:04.549194-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-24 18:01:04.549226-04:00,Closed
The Oasis Exhibits,2021-07-24 18:01:04.549260-04:00,Closed
Tigers - Disney Animals,2021-07-24 18:01:04.549292-04:00,Closed
Tree of Life,2021-07-24 18:01:04.549325-04:00,Closed
Tusker House Restaurant,2021-07-24 18:01:04.549357-04:00,35 mins
Vultures - Disney Animals,2021-07-24 18:01:04.549389-04:00,Closed
White Rhinos - Disney Animals,2021-07-24 18:01:04.549422-04:00,Closed
Wilderness Explorers,2021-07-24 18:01:04.549454-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-24 18:01:04.549488-04:00,Closed
Kilimanjaro Safaris,2021-07-24 18:21:05.132893-04:00,25 mins
Pangani Forest Exploration Trail,2021-07-24 18:21:05.133066-04:00,Open
Wildlife Express Train,2021-07-24 18:21:05.133126-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-24 18:21:05.133169-04:00,35 mins
Kali River Rapids,2021-07-24 18:21:05.133209-04:00,40 mins
DINOSAUR,2021-07-24 18:21:05.133246-04:00,20 mins
The Boneyard,2021-07-24 18:21:05.133281-04:00,Closed
TriceraTop Spin,2021-07-24 18:21:05.133316-04:00,5 mins
It's Tough to be a Bug!,2021-07-24 18:21:05.133350-04:00,10 mins
Avatar Flight of Passage,2021-07-24 18:21:05.133385-04:00,105 mins
Na'vi River Journey,2021-07-24 18:21:05.133419-04:00,55 mins
The Animation Experience at Conservation Station,2021-07-24 18:21:05.133454-04:00,Closed
Affection Section,2021-07-24 18:21:05.133488-04:00,Closed
African Birds - Disney Animals,2021-07-24 18:21:05.133522-04:00,Closed
African Elephants - Disney Animals,2021-07-24 18:21:05.133556-04:00,Closed
African Hogs - Disney Animals,2021-07-24 18:21:05.133599-04:00,Closed
African Lions - Disney Animals,2021-07-24 18:21:05.133634-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-24 18:21:05.133668-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-24 18:21:05.133704-04:00,Closed
Black Rhinos - Disney Animals,2021-07-24 18:21:05.133739-04:00,Closed
Conservation Station,2021-07-24 18:21:05.133773-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-24 18:21:05.133806-04:00,Closed
Dino-Sue,2021-07-24 18:21:05.133840-04:00,Closed
Discovery Island Trails,2021-07-24 18:21:05.133874-04:00,Closed
Flamingos - Disney Animals,2021-07-24 18:21:05.133907-04:00,Closed
Fossil Fun Games,2021-07-24 18:21:05.133941-04:00,Closed
Gibbons - Disney Animals,2021-07-24 18:21:05.133975-04:00,Closed
Giraffes - Disney Animals,2021-07-24 18:21:05.134008-04:00,Closed
Gorillas - Disney Animals,2021-07-24 18:21:05.134042-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-24 18:21:05.134076-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-24 18:21:05.134110-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-24 18:21:05.134144-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-24 18:21:05.134179-04:00,Closed
Meerkats - Disney Animals,2021-07-24 18:21:05.134237-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-24 18:21:05.134275-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-24 18:21:05.134317-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-24 18:21:05.134353-04:00,Closed
Okapis - Disney Animals,2021-07-24 18:21:05.134387-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-24 18:21:05.134420-04:00,Closed
The Oasis Exhibits,2021-07-24 18:21:05.134454-04:00,Closed
Tigers - Disney Animals,2021-07-24 18:21:05.134487-04:00,Closed
Tree of Life,2021-07-24 18:21:05.134519-04:00,Closed
Tusker House Restaurant,2021-07-24 18:21:05.134552-04:00,30 mins
Vultures - Disney Animals,2021-07-24 18:21:05.134590-04:00,Closed
White Rhinos - Disney Animals,2021-07-24 18:21:05.134623-04:00,Closed
Wilderness Explorers,2021-07-24 18:21:05.134656-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-24 18:21:05.134689-04:00,Closed
Kilimanjaro Safaris,2021-07-24 18:41:03.400923-04:00,25 mins
Pangani Forest Exploration Trail,2021-07-24 18:41:03.401110-04:00,Open
Wildlife Express Train,2021-07-24 18:41:03.401168-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-24 18:41:03.401210-04:00,35 mins
Kali River Rapids,2021-07-24 18:41:03.401250-04:00,35 mins
DINOSAUR,2021-07-24 18:41:03.401286-04:00,20 mins
The Boneyard,2021-07-24 18:41:03.401320-04:00,Closed
TriceraTop Spin,2021-07-24 18:41:03.401355-04:00,5 mins
It's Tough to be a Bug!,2021-07-24 18:41:03.401389-04:00,10 mins
Avatar Flight of Passage,2021-07-24 18:41:03.401423-04:00,95 mins
Na'vi River Journey,2021-07-24 18:41:03.401457-04:00,55 mins
The Animation Experience at Conservation Station,2021-07-24 18:41:03.401490-04:00,Closed
Affection Section,2021-07-24 18:41:03.401524-04:00,Closed
African Birds - Disney Animals,2021-07-24 18:41:03.401565-04:00,Closed
African Elephants - Disney Animals,2021-07-24 18:41:03.401600-04:00,Closed
African Hogs - Disney Animals,2021-07-24 18:41:03.401637-04:00,Closed
African Lions - Disney Animals,2021-07-24 18:41:03.401671-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-24 18:41:03.401707-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-24 18:41:03.401741-04:00,Closed
Black Rhinos - Disney Animals,2021-07-24 18:41:03.401775-04:00,Closed
Conservation Station,2021-07-24 18:41:03.401808-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-24 18:41:03.401841-04:00,Closed
Dino-Sue,2021-07-24 18:41:03.401875-04:00,Closed
Discovery Island Trails,2021-07-24 18:41:03.401907-04:00,Closed
Flamingos - Disney Animals,2021-07-24 18:41:03.401941-04:00,Closed
Fossil Fun Games,2021-07-24 18:41:03.401974-04:00,Closed
Gibbons - Disney Animals,2021-07-24 18:41:03.402007-04:00,Closed
Giraffes - Disney Animals,2021-07-24 18:41:03.402041-04:00,Closed
Gorillas - Disney Animals,2021-07-24 18:41:03.402074-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-24 18:41:03.402108-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-24 18:41:03.402142-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-24 18:41:03.402176-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-24 18:41:03.402210-04:00,Closed
Meerkats - Disney Animals,2021-07-24 18:41:03.402245-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-24 18:41:03.402278-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-24 18:41:03.402312-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-24 18:41:03.402346-04:00,Closed
Okapis - Disney Animals,2021-07-24 18:41:03.402380-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-24 18:41:03.402413-04:00,Closed
The Oasis Exhibits,2021-07-24 18:41:03.402447-04:00,Closed
Tigers - Disney Animals,2021-07-24 18:41:03.402481-04:00,Closed
Tree of Life,2021-07-24 18:41:03.402513-04:00,Closed
Tusker House Restaurant,2021-07-24 18:41:03.402546-04:00,15 mins
Vultures - Disney Animals,2021-07-24 18:41:03.402611-04:00,Closed
White Rhinos - Disney Animals,2021-07-24 18:41:03.402648-04:00,Closed
Wilderness Explorers,2021-07-24 18:41:03.402681-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-24 18:41:03.402714-04:00,Closed
Kilimanjaro Safaris,2021-07-25 04:01:05.312391-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 04:01:05.312663-04:00,Closed
Wildlife Express Train,2021-07-25 04:01:05.312734-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 04:01:05.312778-04:00,Closed
Kali River Rapids,2021-07-25 04:01:05.312829-04:00,Closed
DINOSAUR,2021-07-25 04:01:05.312866-04:00,Closed
The Boneyard,2021-07-25 04:01:05.312901-04:00,Closed
TriceraTop Spin,2021-07-25 04:01:05.312935-04:00,Closed
It's Tough to be a Bug!,2021-07-25 04:01:05.312969-04:00,Closed
Avatar Flight of Passage,2021-07-25 04:01:05.313003-04:00,Closed
Na'vi River Journey,2021-07-25 04:01:05.313038-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 04:01:05.313071-04:00,Closed
Affection Section,2021-07-25 04:01:05.313106-04:00,Closed
African Birds - Disney Animals,2021-07-25 04:01:05.313140-04:00,Closed
African Elephants - Disney Animals,2021-07-25 04:01:05.313173-04:00,Closed
African Hogs - Disney Animals,2021-07-25 04:01:05.313207-04:00,Closed
African Lions - Disney Animals,2021-07-25 04:01:05.313247-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 04:01:05.313281-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 04:01:05.313315-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 04:01:05.313348-04:00,Closed
Conservation Station,2021-07-25 04:01:05.313382-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 04:01:05.313415-04:00,Closed
Dino-Sue,2021-07-25 04:01:05.313448-04:00,Closed
Discovery Island Trails,2021-07-25 04:01:05.313481-04:00,Closed
Flamingos - Disney Animals,2021-07-25 04:01:05.313514-04:00,Closed
Fossil Fun Games,2021-07-25 04:01:05.313557-04:00,Closed
Gibbons - Disney Animals,2021-07-25 04:01:05.313650-04:00,Closed
Giraffes - Disney Animals,2021-07-25 04:01:05.313693-04:00,Closed
Gorillas - Disney Animals,2021-07-25 04:01:05.313727-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 04:01:05.313760-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 04:01:05.313794-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 04:01:05.313829-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 04:01:05.313863-04:00,Closed
Meerkats - Disney Animals,2021-07-25 04:01:05.313896-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 04:01:05.313929-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 04:01:05.313970-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 04:01:05.314004-04:00,Closed
Okapis - Disney Animals,2021-07-25 04:01:05.314038-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 04:01:05.314071-04:00,Closed
The Oasis Exhibits,2021-07-25 04:01:05.314106-04:00,Closed
Tigers - Disney Animals,2021-07-25 04:01:05.314139-04:00,Closed
Tree of Life,2021-07-25 04:01:05.314171-04:00,Closed
Tusker House Restaurant,2021-07-25 04:01:05.314204-04:00,Open
Vultures - Disney Animals,2021-07-25 04:01:05.314238-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 04:01:05.314271-04:00,Closed
Wilderness Explorers,2021-07-25 04:01:05.314304-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 04:01:05.314337-04:00,Closed
Kilimanjaro Safaris,2021-07-25 04:21:04.523243-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 04:21:04.523447-04:00,Closed
Wildlife Express Train,2021-07-25 04:21:04.523509-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 04:21:04.523553-04:00,Closed
Kali River Rapids,2021-07-25 04:21:04.523593-04:00,Closed
DINOSAUR,2021-07-25 04:21:04.523654-04:00,Closed
The Boneyard,2021-07-25 04:21:04.523698-04:00,Closed
TriceraTop Spin,2021-07-25 04:21:04.523734-04:00,Closed
It's Tough to be a Bug!,2021-07-25 04:21:04.523791-04:00,Closed
Avatar Flight of Passage,2021-07-25 04:21:04.523829-04:00,Closed
Na'vi River Journey,2021-07-25 04:21:04.523863-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 04:21:04.523897-04:00,Closed
Affection Section,2021-07-25 04:21:04.523944-04:00,Closed
African Birds - Disney Animals,2021-07-25 04:21:04.523978-04:00,Closed
African Elephants - Disney Animals,2021-07-25 04:21:04.524011-04:00,Closed
African Hogs - Disney Animals,2021-07-25 04:21:04.524045-04:00,Closed
African Lions - Disney Animals,2021-07-25 04:21:04.524078-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 04:21:04.524112-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 04:21:04.524146-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 04:21:04.524179-04:00,Closed
Conservation Station,2021-07-25 04:21:04.524213-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 04:21:04.524245-04:00,Closed
Dino-Sue,2021-07-25 04:21:04.524278-04:00,Closed
Discovery Island Trails,2021-07-25 04:21:04.524310-04:00,Closed
Flamingos - Disney Animals,2021-07-25 04:21:04.524343-04:00,Closed
Fossil Fun Games,2021-07-25 04:21:04.524376-04:00,Closed
Gibbons - Disney Animals,2021-07-25 04:21:04.524408-04:00,Closed
Giraffes - Disney Animals,2021-07-25 04:21:04.524441-04:00,Closed
Gorillas - Disney Animals,2021-07-25 04:21:04.524474-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 04:21:04.524507-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 04:21:04.524539-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 04:21:04.524573-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 04:21:04.524607-04:00,Closed
Meerkats - Disney Animals,2021-07-25 04:21:04.524640-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 04:21:04.524672-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 04:21:04.524714-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 04:21:04.524748-04:00,Closed
Okapis - Disney Animals,2021-07-25 04:21:04.524781-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 04:21:04.524814-04:00,Closed
The Oasis Exhibits,2021-07-25 04:21:04.524847-04:00,Closed
Tigers - Disney Animals,2021-07-25 04:21:04.524880-04:00,Closed
Tree of Life,2021-07-25 04:21:04.524913-04:00,Closed
Tusker House Restaurant,2021-07-25 04:21:04.524946-04:00,Open
Vultures - Disney Animals,2021-07-25 04:21:04.524978-04:00,Closed
White Rhinos - Disney Animals,2021-07-25 04:21:04.525010-04:00,Closed
Wilderness Explorers,2021-07-25 04:21:04.525043-04:00,Closed
Yak & Yeti™ Restaurant,2021-07-25 04:21:04.525075-04:00,Closed
Kilimanjaro Safaris,2021-07-25 04:41:04.216559-04:00,Closed
Pangani Forest Exploration Trail,2021-07-25 04:41:04.216737-04:00,Closed
Wildlife Express Train,2021-07-25 04:41:04.216795-04:00,Closed
Expedition Everest - Legend of the Forbidden Mountain®,2021-07-25 04:41:04.216838-04:00,Closed
Kali River Rapids,2021-07-25 04:41:04.216877-04:00,Closed
DINOSAUR,2021-07-25 04:41:04.216914-04:00,Closed
The Boneyard,2021-07-25 04:41:04.216948-04:00,Closed
TriceraTop Spin,2021-07-25 04:41:04.216983-04:00,Closed
It's Tough to be a Bug!,2021-07-25 04:41:04.217018-04:00,Closed
Avatar Flight of Passage,2021-07-25 04:41:04.217052-04:00,Closed
Na'vi River Journey,2021-07-25 04:41:04.217089-04:00,Closed
The Animation Experience at Conservation Station,2021-07-25 04:41:04.217123-04:00,Closed
Affection Section,2021-07-25 04:41:04.217157-04:00,Closed
African Birds - Disney Animals,2021-07-25 04:41:04.217191-04:00,Closed
African Elephants - Disney Animals,2021-07-25 04:41:04.217229-04:00,Closed
African Hogs - Disney Animals,2021-07-25 04:41:04.217263-04:00,Closed
African Lions - Disney Animals,2021-07-25 04:41:04.217297-04:00,Closed
Ankole Cattle - Disney Animals,2021-07-25 04:41:04.217331-04:00,Closed
Asian Small-Clawed Otters - Disney Animals,2021-07-25 04:41:04.217364-04:00,Closed
Black Rhinos - Disney Animals,2021-07-25 04:41:04.217423-04:00,Closed
Conservation Station,2021-07-25 04:41:04.217460-04:00,Closed
Cotton-Top Tamarins - Disney Animals,2021-07-25 04:41:04.217494-04:00,Closed
Dino-Sue,2021-07-25 04:41:04.217527-04:00,Closed
Discovery Island Trails,2021-07-25 04:41:04.217560-04:00,Closed
Flamingos - Disney Animals,2021-07-25 04:41:04.217601-04:00,Closed
Fossil Fun Games,2021-07-25 04:41:04.217634-04:00,Closed
Gibbons - Disney Animals,2021-07-25 04:41:04.217667-04:00,Closed
Giraffes - Disney Animals,2021-07-25 04:41:04.217700-04:00,Closed
Gorillas - Disney Animals,2021-07-25 04:41:04.217733-04:00,Closed
Hippopotamuses - Disney Animals,2021-07-25 04:41:04.217766-04:00,Closed
Invertebrates at Gorilla Falls Exploration Trail - Disney Animals,2021-07-25 04:41:04.217801-04:00,Closed
Invertebrates at Rafiki's Planet Watch - Disney Animals,2021-07-25 04:41:04.217835-04:00,Closed
Komodo Dragons - Disney Animals,2021-07-25 04:41:04.217869-04:00,Closed
Meerkats - Disney Animals,2021-07-25 04:41:04.217902-04:00,Closed
Migratory Birds at Maharajah Jungle Trek - Disney Animals,2021-07-25 04:41:04.217935-04:00,Closed
Migratory Birds at The Oasis Exhibits - Disney Animals,2021-07-25 04:41:04.217968-04:00,Closed
Migratory Birds at Tree of Life - Disney Animals,2021-07-25 04:41:04.218002-04:00,Closed
Okapis - Disney Animals,2021-07-25 04:41:04.218035-04:00,Closed
Rainforest Cafe® at Disney's Animal Kingdom,2021-07-25 04:41:04.218068-04:00,Closed
The Oasis Exhibits,2021-07-25 04:41:04.218107-04:00,Closed
Tigers - Disney Animals,2021-07-25 04:41:04.218140-04:00,Closed
Tree of Life,2021-07-25 04:41:04.218172-04:00,Closed
Tusker House Restaurant,2021-07-25 04:41:04.218205-04:00,Open
